book_names,availability,ratings,prices,categories,book_urls,book_images,source_website,scraped_at
Holidays on Ice,3,Two,£51.07,Humor,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,https://books.toscrape.com/media/cache/4b/9a/4b9a2a6d4c995e12fe216f6173a582be.jpg,https://books.toscrape.com/,2026-08-05 09:22:11.485046+00:00
Heir to the Sky,3,Four,£44.07,Fantasy,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html,https://books.toscrape.com/media/cache/6d/b1/6db1568e09d10652593638a5f85e7202.jpg,https://books.toscrape.com/,2026-08-05 09:22:11.784338+00:00
Green Eggs and Ham (Beginner Books B-16),3,Four,£10.79,Childrens,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,https://books.toscrape.com/media/cache/3a/0e/3a0e75e4f758f90a80965869afbe41b4.jpg,https://books.toscrape.com/,2026-08-05 09:22:12.200536+00:00
"Grayson, Vol 3: Nemesis (Grayson #3)",3,One,£42.72,Sequential Art,https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,https://books.toscrape.com/media/cache/f9/4c/f94cfc3c82abb799568d1ea029b1d3d1.jpg,https://books.toscrape.com/,2026-08-05 09:22:12.625561+00:00
Gratitude,3,Five,£26.66,Nonfiction,https://books.toscrape.com/catalogue/gratitude_163/index.html,https://books.toscrape.com/media/cache/07/b6/07b673e7d367a5e89418bd513a8d5e72.jpg,https://books.toscrape.com/,2026-08-05 09:22:13.061037+00:00
Gone Girl,3,Five,£37.60,Default,https://books.toscrape.com/catalogue/gone-girl_162/index.html,https://books.toscrape.com/media/cache/24/ad/24ad42075b1aa1403aef934c29c1e8ba.jpg,https://books.toscrape.com/,2026-08-05 09:22:13.361010+00:00
Golden (Heart of Dread #3),3,Four,£42.21,Young Adult,https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html,https://books.toscrape.com/media/cache/39/2f/392fedbcda7bf8f968d5e6643ea5545f.jpg,https://books.toscrape.com/,2026-08-05 09:22:13.766621+00:00
Girl in the Blue Coat,3,Two,£46.83,Historical Fiction,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,https://books.toscrape.com/media/cache/bf/7a/bf7a5bc1d1ebac5e9b6fbb147828a123.jpg,https://books.toscrape.com/,2026-08-05 09:22:14.665279+00:00
"Fruits Basket, Vol. 3 (Fruits Basket #3)",3,Two,£45.17,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,https://books.toscrape.com/media/cache/7b/e7/7be75475a916d6df4edebfc5fe36c3f9.jpg,https://books.toscrape.com/,2026-08-05 09:22:15.082178+00:00
"Friday Night Lights: A Town, a Team, and a Dream",3,Three,£51.22,Sports and Games,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,https://books.toscrape.com/media/cache/7d/cf/7dcf6c3b419bf7e7e3b3b8162b177869.jpg,https://books.toscrape.com/,2026-08-05 09:22:15.497713+00:00
Fire Bound (Sea Haven/Sisters of the Heart #5),3,Four,£21.28,Add a comment,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,https://books.toscrape.com/media/cache/cd/53/cd53431a069ee01572988de29ef68da5.jpg,https://books.toscrape.com/,2026-08-05 09:22:15.793634+00:00
Fifty Shades Freed (Fifty Shades #3),3,Five,£15.36,Adult Fiction,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,https://books.toscrape.com/media/cache/18/d8/18d8e02c75c2ef23556c9746fae57e43.jpg,https://books.toscrape.com/,2026-08-05 09:22:16.104658+00:00
Fellside,3,One,£38.62,Default,https://books.toscrape.com/catalogue/fellside_155/index.html,https://books.toscrape.com/media/cache/f4/8f/f48f179d6bda290b66b2d165e0a419e6.jpg,https://books.toscrape.com/,2026-08-05 09:22:16.428908+00:00
Extreme Prey (Lucas Davenport #26),3,Three,£25.40,Mystery,https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html,https://books.toscrape.com/media/cache/de/86/de86d4f1563fad2ca088922fbbb2b36a.jpg,https://books.toscrape.com/,2026-08-05 09:22:16.736665+00:00
Eragon (The Inheritance Cycle #1),3,Three,£43.87,Fantasy,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html,https://books.toscrape.com/media/cache/2d/62/2d625f26cb3bbeef851221f125b81daf.jpg,https://books.toscrape.com/,2026-08-05 09:22:17.170923+00:00
Eclipse (Twilight #3),3,One,£18.74,Default,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,https://books.toscrape.com/media/cache/05/f8/05f833af99c37decb506e34e36f5cdaf.jpg,https://books.toscrape.com/,2026-08-05 09:22:17.498141+00:00
Dune (Dune #1),3,One,£54.86,Science Fiction,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html,https://books.toscrape.com/media/cache/7a/bc/7abccb865ecf9b0f676800b10c71cfd6.jpg,https://books.toscrape.com/,2026-08-05 09:22:17.815332+00:00
Dracula,3,Three,£52.62,Default,https://books.toscrape.com/catalogue/dracula_150/index.html,https://books.toscrape.com/media/cache/ef/d7/efd7c316b4d60a403ba6d111fdeb2d41.jpg,https://books.toscrape.com/,2026-08-05 09:22:18.248065+00:00
Do Androids Dream of Electric Sheep? (Blade Runner #1),3,One,£51.48,Science Fiction,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,https://books.toscrape.com/media/cache/fa/65/fa653fbe3a4c69227c9b79d471cee576.jpg,https://books.toscrape.com/,2026-08-05 09:22:18.554372+00:00
Disrupted: My Misadventure in the Start-Up Bubble,3,Five,£15.28,Nonfiction,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,https://books.toscrape.com/media/cache/2c/32/2c32dd01215c98fc1f6b176b6a9b3ece.jpg,https://books.toscrape.com/,2026-08-05 09:22:18.980986+00:00
Dead Wake: The Last Crossing of the Lusitania,3,Five,£39.24,Default,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,https://books.toscrape.com/media/cache/69/0e/690ee5b7ef94ea460861eee2e67fd787.jpg,https://books.toscrape.com/,2026-08-05 09:22:19.291677+00:00
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",3,One,£17.81,Default,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,https://books.toscrape.com/media/cache/df/95/df9520adbabbb17f22fcb3f49c69640f.jpg,https://books.toscrape.com/,2026-08-05 09:22:19.592682+00:00
Darkfever (Fever #1),3,One,£56.02,Fantasy,https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html,https://books.toscrape.com/media/cache/af/08/af08d08c90b4df63ca5a2819a754da18.jpg,https://books.toscrape.com/,2026-08-05 09:22:19.893304+00:00
Dark Places,3,Five,£23.90,Default,https://books.toscrape.com/catalogue/dark-places_144/index.html,https://books.toscrape.com/media/cache/51/bf/51bf575f9af355f4f9f98abe8986402a.jpg,https://books.toscrape.com/,2026-08-05 09:22:20.198456+00:00
Crazy Rich Asians (Crazy Rich Asians #1),3,Five,£49.13,Fiction,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,https://books.toscrape.com/media/cache/9a/62/9a621372fed3a80015283013d8a452cd.jpg,https://books.toscrape.com/,2026-08-05 09:22:20.616063+00:00
Counting Thyme,3,One,£10.62,Childrens,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,https://books.toscrape.com/media/cache/e0/ae/e0ae97753a73b88b61b13b19977613dc.jpg,https://books.toscrape.com/,2026-08-05 09:22:21.051211+00:00
Cosmos,3,Two,£36.17,Add a comment,https://books.toscrape.com/catalogue/cosmos_141/index.html,https://books.toscrape.com/media/cache/65/7b/657b1d20ea50775c5c87e039ed8aeebc.jpg,https://books.toscrape.com/,2026-08-05 09:22:21.367462+00:00
Civilization and Its Discontents,3,Two,£59.95,Psychology,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html,https://books.toscrape.com/media/cache/4d/a6/4da6939a6bbd895a5acdeabad46d1f9f.jpg,https://books.toscrape.com/,2026-08-05 09:22:22.278177+00:00
Cinder (The Lunar Chronicles #1),3,One,£26.09,Young Adult,https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html,https://books.toscrape.com/media/cache/4e/d2/4ed2ec75df84ba1093fc4141b29abab3.jpg,https://books.toscrape.com/,2026-08-05 09:22:22.591549+00:00
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,3,Two,£37.35,Parenting,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,https://books.toscrape.com/media/cache/7d/0b/7d0bb832760e81c281d8d283ba6a2b09.jpg,https://books.toscrape.com/,2026-08-05 09:22:22.890036+00:00
Career of Evil (Cormoran Strike #3),3,Two,£24.72,Mystery,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html,https://books.toscrape.com/media/cache/9e/ff/9eff8b66d583e8f0ba58a0bc86de40f2.jpg,https://books.toscrape.com/,2026-08-05 09:22:23.196523+00:00
Breaking Dawn (Twilight #4),3,Five,£35.28,Default,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html,https://books.toscrape.com/media/cache/ce/24/ce242d3eb00bf1938d6c18e0261ef868.jpg,https://books.toscrape.com/,2026-08-05 09:22:23.637769+00:00
Brave Enough,3,Five,£51.32,Nonfiction,https://books.toscrape.com/catalogue/brave-enough_135/index.html,https://books.toscrape.com/media/cache/94/c7/94c7add56827e01998189a021ec060e2.jpg,https://books.toscrape.com/,2026-08-05 09:22:23.940542+00:00
Boy Meets Boy,3,Three,£21.12,Young Adult,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html,https://books.toscrape.com/media/cache/0b/ac/0baceb72d202880d1441a32193df6e11.jpg,https://books.toscrape.com/,2026-08-05 09:22:24.230997+00:00
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",3,Two,£27.35,Nonfiction,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,https://books.toscrape.com/media/cache/ea/ee/eaee98b302dcaf91d1122816ae553295.jpg,https://books.toscrape.com/,2026-08-05 09:22:24.523939+00:00
Blink: The Power of Thinking Without Thinking,3,Five,£21.74,Nonfiction,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html,https://books.toscrape.com/media/cache/5d/41/5d415bc31b1f856a2a9dc8706fd19abd.jpg,https://books.toscrape.com/,2026-08-05 09:22:24.841599+00:00
Black Flags: The Rise of ISIS,3,One,£40.87,Nonfiction,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html,https://books.toscrape.com/media/cache/48/5d/485d2c4cedd639fcb005340a8d589bb3.jpg,https://books.toscrape.com/,2026-08-05 09:22:26.146971+00:00
"Black Butler, Vol. 1 (Black Butler #1)",3,One,£49.31,Sequential Art,https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html,https://books.toscrape.com/media/cache/99/48/9948564dec3ac2f9e32419911b181e37.jpg,https://books.toscrape.com/,2026-08-05 09:22:26.926242+00:00
Big Little Lies,3,One,£22.11,Fiction,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,https://books.toscrape.com/media/cache/ef/b7/efb72b546fc7cab4ba1735b4b82c5851.jpg,https://books.toscrape.com/,2026-08-05 09:22:27.360450+00:00
Between Shades of Gray,3,Five,£20.79,Historical Fiction,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html,https://books.toscrape.com/media/cache/f9/19/f919f64fc0e3642cdc604134bfd93774.jpg,https://books.toscrape.com/,2026-08-05 09:22:27.801149+00:00
Best of My Love (Fool's Gold #20),3,Two,£27.41,Romance,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html,https://books.toscrape.com/media/cache/06/8c/068ccab8875670fccb8b72234370d16f.jpg,https://books.toscrape.com/,2026-08-05 09:22:28.388190+00:00
Beowulf,3,Two,£38.35,Classics,https://books.toscrape.com/catalogue/beowulf_126/index.html,https://books.toscrape.com/media/cache/dd/6e/dd6e7b84e99f3b4b5655ea0db74af2b4.jpg,https://books.toscrape.com/,2026-08-05 09:22:28.821064+00:00
Beautiful Creatures (Caster Chronicles #1),3,Five,£21.55,Default,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,https://books.toscrape.com/media/cache/82/06/8206f351bd1ff6f52eed515a3b366916.jpg,https://books.toscrape.com/,2026-08-05 09:22:29.253192+00:00
Awkward,3,Two,£38.02,Sequential Art,https://books.toscrape.com/catalogue/awkward_124/index.html,https://books.toscrape.com/media/cache/41/72/417255e608c389aedfb68491dae92c9c.jpg,https://books.toscrape.com/,2026-08-05 09:22:29.685484+00:00
Ash,3,Four,£22.06,Fantasy,https://books.toscrape.com/catalogue/ash_123/index.html,https://books.toscrape.com/media/cache/d7/f0/d7f00033bda3779b2fd017e32e7c800c.jpg,https://books.toscrape.com/,2026-08-05 09:22:30.217486+00:00
Are We There Yet?,3,Three,£10.66,Childrens,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,https://books.toscrape.com/media/cache/f8/be/f8be3238a1cf039a3e7d50de1d4c2cfd.jpg,https://books.toscrape.com/,2026-08-05 09:22:30.505504+00:00
Are We Smart Enough to Know How Smart Animals Are?,3,One,£56.58,Nonfiction,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,https://books.toscrape.com/media/cache/71/d1/71d199b2abd878b9943dc818b77a1e72.jpg,https://books.toscrape.com/,2026-08-05 09:22:30.942315+00:00
Annie on My Mind,3,Five,£36.83,Young Adult,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html,https://books.toscrape.com/media/cache/88/ba/88baf408218bf1e31626211da4329c6b.jpg,https://books.toscrape.com/,2026-08-05 09:22:31.915320+00:00
And Then There Were None,3,Two,£35.01,Classics,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,https://books.toscrape.com/media/cache/21/bf/21bf2eb0bff3134837def8bd40845ba0.jpg,https://books.toscrape.com/,2026-08-05 09:22:32.343951+00:00
A Walk in the Woods: Rediscovering America on the Appalachian Trail,3,Four,£30.48,Nonfiction,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,https://books.toscrape.com/media/cache/25/ff/25ffbe6f0e8961a1cb2ace38a5b02279.jpg,https://books.toscrape.com/,2026-08-05 09:22:32.642442+00:00
A Visit from the Goon Squad,3,Five,£14.08,Default,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html,https://books.toscrape.com/media/cache/92/02/9202adfd4bc39e4058c5b9e851ffbf5a.jpg,https://books.toscrape.com/,2026-08-05 09:22:33.068552+00:00
A Storm of Swords (A Song of Ice and Fire #3),3,Two,£31.22,Fantasy,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,https://books.toscrape.com/media/cache/39/83/3983449f17095ed15a4878d6bc8114c9.jpg,https://books.toscrape.com/,2026-08-05 09:22:33.362158+00:00
A Heartbreaking Work of Staggering Genius,3,Five,£54.29,Autobiography,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html,https://books.toscrape.com/media/cache/7a/58/7a587c5814f33c0c54e8bfa0ef66d690.jpg,https://books.toscrape.com/,2026-08-05 09:22:33.662895+00:00
8 Keys to Mental Health Through Exercise,3,One,£31.04,Psychology,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html,https://books.toscrape.com/media/cache/b8/44/b844a77409f1d53cbb66148820abc217.jpg,https://books.toscrape.com/,2026-08-05 09:22:34.093553+00:00
#GIRLBOSS,3,One,£50.96,Add a comment,https://books.toscrape.com/catalogue/girlboss_113/index.html,https://books.toscrape.com/media/cache/70/9a/709a7625e50abf3fc3f26c0396a62131.jpg,https://books.toscrape.com/,2026-08-05 09:22:34.539165+00:00
"The Suffragettes (Little Black Classics, #96)",2,Two,£11.89,Nonfiction,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html,https://books.toscrape.com/media/cache/ee/c3/eec3857d573218bfd22b23b80bfe740e.jpg,https://books.toscrape.com/,2026-08-05 09:22:34.971425+00:00
The Sense of an Ending,2,Three,£31.38,Add a comment,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html,https://books.toscrape.com/media/cache/75/46/7546899e546c4aa11b501c0c41060727.jpg,https://books.toscrape.com/,2026-08-05 09:22:35.292056+00:00
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",2,One,£54.81,Sequential Art,https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,https://books.toscrape.com/media/cache/e3/ae/e3ae48fe07d77611b49b5b78d99418ae.jpg,https://books.toscrape.com/,2026-08-05 09:22:35.609889+00:00
The Course of Love,2,Three,£16.78,Fiction,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,https://books.toscrape.com/media/cache/f2/c9/f2c952cfbce6ab5d8400a0bb8ee4eb5c.jpg,https://books.toscrape.com/,2026-08-05 09:22:36.045126+00:00
Sugar Rush (Offensive Line #2),2,One,£24.42,Sports and Games,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,https://books.toscrape.com/media/cache/c3/a9/c3a90a5baa833a37c29c4b03a444737c.jpg,https://books.toscrape.com/,2026-08-05 09:22:36.503679+00:00
"Saga, Volume 2 (Saga (Collected Editions) #2)",2,Three,£11.75,Sequential Art,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html,https://books.toscrape.com/media/cache/1a/eb/1aeb5d30809ad96d7c323228a2bd23d3.jpg,https://books.toscrape.com/,2026-08-05 09:22:36.940566+00:00
"Run, Spot, Run: The Ethics of Keeping Pets",2,One,£20.02,Philosophy,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,https://books.toscrape.com/media/cache/91/e6/91e6190dcdd7d6cdeb94a82b60917ec4.jpg,https://books.toscrape.com/,2026-08-05 09:22:37.363184+00:00
New Moon (Twilight #2),2,Four,£12.86,Young Adult,https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html,https://books.toscrape.com/media/cache/5a/1f/5a1fa3ec68add137878b42243813263d.jpg,https://books.toscrape.com/,2026-08-05 09:22:37.680000+00:00
Life,2,Five,£31.58,Music,https://books.toscrape.com/catalogue/life_104/index.html,https://books.toscrape.com/media/cache/99/97/9997eda658c2fe50e724171f9c2a2b0b.jpg,https://books.toscrape.com/,2026-08-05 09:22:37.988961+00:00
Kindle Paperwhite User's Guide,2,Three,£34.00,Nonfiction,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html,https://books.toscrape.com/media/cache/3e/49/3e49769bf9bf83d3bb25c6f93a7fcca2.jpg,https://books.toscrape.com/,2026-08-05 09:22:38.310631+00:00
H is for Hawk,2,Five,£57.42,Nonfiction,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html,https://books.toscrape.com/media/cache/78/3c/783c89d21306b712d832dbac267b786a.jpg,https://books.toscrape.com/,2026-08-05 09:22:38.624791+00:00
Girl Online On Tour (Girl Online #2),2,One,£53.47,Young Adult,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html,https://books.toscrape.com/media/cache/e0/22/e0221ab11b1d093a2d03927b4962c544.jpg,https://books.toscrape.com/,2026-08-05 09:22:39.052608+00:00
"Fruits Basket, Vol. 2 (Fruits Basket #2)",2,Five,£11.64,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html,https://books.toscrape.com/media/cache/e9/fb/e9fb3236b73384253144f89b6eec6a68.jpg,https://books.toscrape.com/,2026-08-05 09:22:39.955209+00:00
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),2,Four,£52.88,Childrens,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,https://books.toscrape.com/media/cache/47/16/47160ff71abe23cb52968b3d1b9b7988.jpg,https://books.toscrape.com/,2026-08-05 09:22:40.267546+00:00
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",1,Four,£18.51,Sequential Art,https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,https://books.toscrape.com/media/cache/ae/16/ae169bb5ae814e0fb900cdf9e99332a7.jpg,https://books.toscrape.com/,2026-08-05 09:22:40.695608+00:00
While You Were Mine,1,Five,£41.32,Historical Fiction,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html,https://books.toscrape.com/media/cache/45/e8/45e87bcad554d79eadf0f89df9cac6f9.jpg,https://books.toscrape.com/,2026-08-05 09:22:41.129687+00:00
Where Lightning Strikes (Bleeding Stars #3),1,Three,£39.77,Romance,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html,https://books.toscrape.com/media/cache/73/d9/73d948af3f2adb6dd693ff4bd43e7760.jpg,https://books.toscrape.com/,2026-08-05 09:22:41.577411+00:00
When I'm Gone,1,Three,£51.96,Fiction,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,https://books.toscrape.com/media/cache/13/a3/13a361d57f2b6021b2ae395a6fedd475.jpg,https://books.toscrape.com/,2026-08-05 09:22:42.000901+00:00
Ways of Seeing,1,Five,£39.51,Art,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html,https://books.toscrape.com/media/cache/a8/3a/a83a4d31d30dc3cb26a29899a5c3b91d.jpg,https://books.toscrape.com/,2026-08-05 09:22:42.461194+00:00
"Vampire Knight, Vol. 1 (Vampire Knight #1)",1,One,£15.40,Paranormal,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,https://books.toscrape.com/media/cache/4b/97/4b972f89c11900ac0e84726d1f07bfcc.jpg,https://books.toscrape.com/,2026-08-05 09:22:42.787904+00:00
Vampire Girl (Vampire Girl #1),1,Two,£53.82,Fantasy,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html,https://books.toscrape.com/media/cache/ea/55/ea5547a00ad163902faba6929369bc77.jpg,https://books.toscrape.com/,2026-08-05 09:22:43.229051+00:00
Twenty Love Poems and a Song of Despair,1,Four,£30.95,Poetry,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html,https://books.toscrape.com/media/cache/df/ab/dfab1d94f9190df7c13b63a093a6d16e.jpg,https://books.toscrape.com/,2026-08-05 09:22:43.671310+00:00
Travels with Charley: In Search of America,1,Five,£57.82,Nonfiction,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,https://books.toscrape.com/media/cache/ff/60/ff60e98e3da9c76d6f65b26bd7142d94.jpg,https://books.toscrape.com/,2026-08-05 09:22:43.986624+00:00
Three Wishes (River of Time: California #1),1,Two,£44.18,Science Fiction,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,https://books.toscrape.com/media/cache/c7/21/c721943edf481cad5ab32505e2ad3865.jpg,https://books.toscrape.com/,2026-08-05 09:22:44.299619+00:00
This One Moment (Pushing Limits #1),1,One,£48.71,Romance,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html,https://books.toscrape.com/media/cache/9b/06/9b061431c4fbb98cc18068a523a49988.jpg,https://books.toscrape.com/,2026-08-05 09:22:44.654038+00:00
The Zombie Room,1,Five,£19.69,Default,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,https://books.toscrape.com/media/cache/1a/2d/1a2d5e478c6b33738ff17e7acfbd8b66.jpg,https://books.toscrape.com/,2026-08-05 09:22:44.971007+00:00
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",1,Two,£36.52,Sequential Art,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,https://books.toscrape.com/media/cache/64/75/64752f8cdae54b164fb81bfd81accd55.jpg,https://books.toscrape.com/,2026-08-05 09:22:45.397533+00:00
The Tumor,1,Five,£41.56,Nonfiction,https://books.toscrape.com/catalogue/the-tumor_85/index.html,https://books.toscrape.com/media/cache/db/f4/dbf4f5d4e7c0364b078aa5ce7e196853.jpg,https://books.toscrape.com/,2026-08-05 09:22:45.713516+00:00
The Story of Hong Gildong,1,Four,£43.19,Classics,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,https://books.toscrape.com/media/cache/ab/16/ab16eb035cc58809a73c4699477de9cb.jpg,https://books.toscrape.com/,2026-08-05 09:22:46.133844+00:00
The Silent Wife,1,Five,£12.34,Fiction,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html,https://books.toscrape.com/media/cache/9b/a3/9ba37429e4a2307fe0b2f4f4162dd636.jpg,https://books.toscrape.com/,2026-08-05 09:22:46.447351+00:00
The Silent Twin (Detective Jennifer Knight #3),1,Three,£36.25,Fantasy,https://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html,https://books.toscrape.com/media/cache/a0/7b/a07b53e1708f9055145aa1ec3af8608d.jpg,https://books.toscrape.com/,2026-08-05 09:22:46.743083+00:00
The Selfish Gene,1,One,£29.45,Science,https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html,https://books.toscrape.com/media/cache/08/14/0814f26516fb72b7391d0a742b5928a2.jpg,https://books.toscrape.com/,2026-08-05 09:22:47.077457+00:00
The Secret Healer,1,Three,£34.56,Historical Fiction,https://books.toscrape.com/catalogue/the-secret-healer_80/index.html,https://books.toscrape.com/media/cache/69/d2/69d225899cce0a150c605ead01e02f60.jpg,https://books.toscrape.com/,2026-08-05 09:22:47.703734+00:00
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",1,Three,£54.12,Sequential Art,https://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,https://books.toscrape.com/media/cache/56/ea/56eac75378feb4cab0dcb9d2101cf58b.jpg,https://books.toscrape.com/,2026-08-05 09:22:48.018975+00:00
The Republic,1,Three,£33.78,Add a comment,https://books.toscrape.com/catalogue/the-republic_78/index.html,https://books.toscrape.com/media/cache/7b/2c/7b2cb77c4608fce189caebaa842e135d.jpg,https://books.toscrape.com/,2026-08-05 09:22:48.429255+00:00
The Odyssey,1,Three,£29.64,Add a comment,https://books.toscrape.com/catalogue/the-odyssey_77/index.html,https://books.toscrape.com/media/cache/0d/e8/0de8211253c4131e0caf9e8528d99443.jpg,https://books.toscrape.com/,2026-08-05 09:22:48.858622+00:00
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),1,Four,£57.70,Mystery,https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,https://books.toscrape.com/media/cache/34/2e/342ec55d460f3dd49d77dac2bd4ff489.jpg,https://books.toscrape.com/,2026-08-05 09:22:49.171859+00:00
The Nicomachean Ethics,1,One,£36.34,Philosophy,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html,https://books.toscrape.com/media/cache/f0/aa/f0aa9ae0319b1d6e0706e6053020e696.jpg,https://books.toscrape.com/,2026-08-05 09:22:49.603849+00:00
